audiocaps_id,caption,file_path,youtube_id,start_seconds,caption_label,anchor_filepath,rel_anchor_youtube_id,rel_anchor_start_seconds,syn1,syn2,q_anchor
56647,Pigeons coo as a man talks continuously,/audiocaps/train/56647.mp3,TCNQUaNGRpc,30,/m/0jbk,/audiocaps/train/19297.mp3,74P__SLvhSw,170,/audioldm2/train/56647.wav,/tango/train/56647.wav,/q_anchor/train/56647.mp3
12797,A vehicle plays the horn,/audiocaps/train/12797.mp3,4Aw2CXPGuDg,0,/t/dd00041,/audiocaps/train/17104.mp3,64CDu_Mjf1s,0,/audioldm2/train/12797.wav,/tango/train/12797.wav,/q_anchor/train/12797.mp3
62006,Young infant crying,/audiocaps/train/62006.mp3,WuR3W_T_1hA,20,/m/0dgw9r,/audiocaps/test/103428.mp3,1PvMtRIlZNI,0,/audioldm2/train/62006.wav,/tango/train/62006.wav,/q_anchor/train/62006.mp3
82896,A train horn blows as a rattling train passes,/audiocaps/train/82896.mp3,ksXo1HOBMro,570,/t/dd00041,/audiocaps/train/101437.mp3,yywY6aehuvI,10,/audioldm2/train/82896.wav,/tango/train/82896.wav,/q_anchor/train/82896.mp3
5313,"Audience laughing and cheering, a man speaking, and a baby cries",/audiocaps/train/5313.mp3,17AsI52QIx8,30,/m/0dgw9r,/audiocaps/test/103670.mp3,dZDgJzGtLLU,290,/audioldm2/train/5313.wav,/tango/train/5313.wav,/q_anchor/train/5313.mp3
16409,Heavy rain pours with a loud crack of thunder,/audiocaps/train/16409.mp3,5joY7-fda8I,80,/m/059j3w,/audiocaps/test/106004.mp3,fWvWhLJ5Fow,30,/audioldm2/train/16409.wav,/tango/train/16409.wav,/q_anchor/train/16409.mp3
78545,Footsteps shuffling on a hard surface while a vehicle emergency siren wails in the distance,/audiocaps/train/78545.mp3,hhn_-K9WyeU,190,/t/dd00041,/audiocaps/test/104510.mp3,Bvw2gv1fcZw,70,/audioldm2/train/78545.wav,/tango/train/78545.wav,/q_anchor/train/78545.mp3
17061,Auto racing is taking place while a man is vocalizing something through a speaker,/audiocaps/train/17061.mp3,637m5me9_JU,30,/t/dd00041,/audiocaps/train/21720.mp3,8FsrGlQrA-U,30,/audioldm2/train/17061.wav,/tango/train/17061.wav,/q_anchor/train/17061.mp3
61585,Humming of loud distant engines with people speaking,/audiocaps/train/61585.mp3,WajZjQ-wcPg,15,/t/dd00041,/audiocaps/train/73480.mp3,e04Xeqk-moY,330,/audioldm2/train/61585.wav,/tango/train/61585.wav,/q_anchor/train/61585.mp3
14754,"A car speeds past, wind blows",/audiocaps/train/14754.mp3,50i6K-z7TvA,0,/t/dd00041,/audiocaps/train/12486.mp3,41tF4ZjW-fg,0,/audioldm2/train/14754.wav,/tango/train/14754.wav,/q_anchor/train/14754.mp3
40907,Birds chirp and a cling occurs,/audiocaps/train/40907.mp3,Ip7u783UrRM,130,/m/0jbk,/audiocaps/test/104510.mp3,Bvw2gv1fcZw,70,/audioldm2/train/40907.wav,/tango/train/40907.wav,/q_anchor/train/40907.mp3
70320,"The wind is blowing, splashing and gurgling are occurring in a large volume of water, and a male child speaks briefly",/audiocaps/train/70320.mp3,bjqQzuEFAB0,60,/t/dd00041,/audiocaps/train/23186.mp3,8zO-QOkDQv0,70,/audioldm2/train/70320.wav,/tango/train/70320.wav,/q_anchor/train/70320.mp3
97888,Clinking and clicking with a man speaking and some rustling,/audiocaps/train/97888.mp3,wBnqpxA7-ns,550,/t/dd00041,/audiocaps/train/6784.mp3,1hubR8BmFTM,280,/audioldm2/train/97888.wav,/tango/train/97888.wav,/q_anchor/train/97888.mp3
24204,An aircraft approaching while speeding up,/audiocaps/train/24204.mp3,9V2y2_cF-2g,40,/t/dd00041,/audiocaps/train/75903.mp3,foRp03d4xJk,110,/audioldm2/train/24204.wav,/tango/train/24204.wav,/q_anchor/train/24204.mp3
95596,A helicopter hovers outside nearby as wind blows by,/audiocaps/train/95596.mp3,uREJNYW9Zgc,20,/t/dd00041,/audiocaps/train/73258.mp3,dqZS_4XvTbI,50,/audioldm2/train/95596.wav,/tango/train/95596.wav,/q_anchor/train/95596.mp3
5831,Men are talking and something is squeaking,/audiocaps/train/5831.mp3,1KTlMT2noww,170,/t/dd00041,/audiocaps/test/105355.mp3,9z2OwpftxUE,10,/audioldm2/train/5831.wav,/tango/train/5831.wav,/q_anchor/train/5831.mp3
63923,A dog barking while someone talks,/audiocaps/train/63923.mp3,YFEDWt1CsLk,10,/m/0jbk,/audiocaps/train/43367.mp3,KQENm6bYj9U,0,/audioldm2/train/63923.wav,/tango/train/63923.wav,/q_anchor/train/63923.mp3
16583,"An engine runs, and people speak",/audiocaps/train/16583.mp3,5ozOm1ea5h8,16,/m/0jbk,/audiocaps/train/51673.mp3,PnUWQ2bMLHg,15,/audioldm2/train/16583.wav,/tango/train/16583.wav,/q_anchor/train/16583.mp3
1338,"Vehicle, vehicle vibrating, driving",/audiocaps/train/1338.mp3,-VbPmFSncOc,110,/t/dd00041,/audiocaps/train/4038.mp3,0bE5jOD6JKY,90,/audioldm2/train/1338.wav,/tango/train/1338.wav,/q_anchor/train/1338.mp3
13179,Goats are bleating,/audiocaps/train/13179.mp3,4Ld9rTUo3ng,10,/m/0jbk,/audiocaps/train/27993.mp3,BKtgRtomE3k,200,/audioldm2/train/13179.wav,/tango/train/13179.wav,/q_anchor/train/13179.mp3
95592,A man yells comically as beeps sound and people laugh in the audience,/audiocaps/train/95592.mp3,uQtWLaRSsHw,30,/t/dd00041,/audiocaps/train/101407.mp3,yxpKNXK5wag,40,/audioldm2/train/95592.wav,/tango/train/95592.wav,/q_anchor/train/95592.mp3
21154,"An adult male is speaking, thumping occurs, and an adult female laughs",/audiocaps/train/21154.mp3,7ytWZipslTY,420,/t/dd00041,/audiocaps/train/2942.mp3,0AgQDEORNFo,30,/audioldm2/train/21154.wav,/tango/train/21154.wav,/q_anchor/train/21154.mp3
101437,An engine is running while man speaks,/audiocaps/train/101437.mp3,yywY6aehuvI,10,/t/dd00098,/audiocaps/test/106742.mp3,0Dt-pH0pW-Y,20,/audioldm2/train/101437.wav,/tango/train/101437.wav,/q_anchor/train/101437.mp3
99423,A horn is triggered two times,/audiocaps/train/99423.mp3,xMnUzw0yrJw,0,/t/dd00041,/audiocaps/test/105217.mp3,G0IsabU5hn4,3,/audioldm2/train/99423.wav,/tango/train/99423.wav,/q_anchor/train/99423.mp3
12355,"Slow motion speaking, a crash, some cracking",/audiocaps/train/12355.mp3,3zNTWIsZwdk,30,/m/0jbk,/audiocaps/test/107426.mp3,zoctgurhvHE,70,/audioldm2/train/12355.wav,/tango/train/12355.wav,/q_anchor/train/12355.mp3
87161,A machine runs and wind blows,/audiocaps/train/87161.mp3,o1UAj2kfb70,160,/t/dd00041,/audiocaps/train/13953.mp3,4fsPNIbCLIY,30,/audioldm2/train/87161.wav,/tango/train/87161.wav,/q_anchor/train/87161.mp3
24578,Birds chirping continuously,/audiocaps/train/24578.mp3,9gbDoAbvDD8,80,/m/0jbk,/audiocaps/test/105856.mp3,MTaLknnq4wc,60,/audioldm2/train/24578.wav,/tango/train/24578.wav,/q_anchor/train/24578.mp3
100232,Loud wind and high pitched beeping like a reversing truck,/audiocaps/train/100232.mp3,y07w_EPqB6w,30,/t/dd00041,/audiocaps/train/78172.mp3,hRCOQJirSKs,0,/audioldm2/train/100232.wav,/tango/train/100232.wav,/q_anchor/train/100232.mp3
24364,Sirens ring in the distance with people talking in the foreground as wind blows,/audiocaps/train/24364.mp3,9ZsdRZcDAk4,30,/t/dd00041,/audiocaps/test/106344.mp3,JsoBpL86R5U,10,/audioldm2/train/24364.wav,/tango/train/24364.wav,/q_anchor/train/24364.mp3
77310,A man talks while some liquid flows,/audiocaps/train/77310.mp3,gnvxNfq1grY,70,/t/dd00041,/audiocaps/test/103966.mp3,C4JwGJQ2dUA,30,/audioldm2/train/77310.wav,/tango/train/77310.wav,/q_anchor/train/77310.mp3
6720,Wind blows hard,/audiocaps/train/6720.mp3,1g6cLhvL5Z0,310,/t/dd00041,/audiocaps/test/104033.mp3,41D0yXSBqfI,30,/audioldm2/train/6720.wav,/tango/train/6720.wav,/q_anchor/train/6720.mp3
22560,Cat meowing softly and continuously in low frequency,/audiocaps/train/22560.mp3,8fijWM6Orxw,30,/m/0jbk,/audiocaps/train/24160.mp3,9TblnpvgZLI,440,/audioldm2/train/22560.wav,/tango/train/22560.wav,/q_anchor/train/22560.mp3
2191,A truck reversing beeps,/audiocaps/train/2191.mp3,-r8mfjRiHrU,30,/t/dd00041,/audiocaps/test/103315.mp3,kEP-BwMarf8,90,/audioldm2/train/2191.wav,/tango/train/2191.wav,/q_anchor/train/2191.mp3
100091,Frogs croak loudly and rapidly nearby,/audiocaps/train/100091.mp3,xtcCzEMBt_A,100,/m/0jbk,/audiocaps/test/104329.mp3,ObWjGBJF_94,350,/audioldm2/train/100091.wav,/tango/train/100091.wav,/q_anchor/train/100091.mp3
90164,Continuous water streaming noise,/audiocaps/train/90164.mp3,qGoPvIcO49U,0,/m/059j3w,/audiocaps/train/55901.mp3,Sgs2NaGCLMk,30,/audioldm/train/90164.wav,/tango2/train/90164.wav,/q_anchor/train/90164.mp3
11784,Men speak over loudspeakers as motors rev and race,/audiocaps/train/11784.mp3,3kNCkzSBrfM,70,/t/dd00041,/audiocaps/test/105614.mp3,XamQAY_WXRY,140,/audioldm/train/11784.wav,/tango2/train/11784.wav,/q_anchor/train/11784.mp3
31844,Several birds tweet and dogs bark far away,/audiocaps/train/31844.mp3,DMo1qXx_Z7o,270,/m/0jbk,/audiocaps/test/105072.mp3,4YMXgLFcR94,30,/audioldm/train/31844.wav,/tango2/train/31844.wav,/q_anchor/train/31844.mp3
8984,Engine revving and faint murmuring,/audiocaps/train/8984.mp3,2b_ix5nv404,30,/t/dd00041,/audiocaps/train/8268.mp3,2JgNnyT_4Tk,30,/audioldm/train/8984.wav,/tango2/train/8984.wav,/q_anchor/train/8984.mp3
101319,A man speaks while riding in a car,/audiocaps/train/101319.mp3,ysm3-Ps_hVE,30,/t/dd00041,/audiocaps/test/103706.mp3,up2PpjTzyyc,30,/audioldm/train/101319.wav,/tango2/train/101319.wav,/q_anchor/train/101319.mp3
69993,Bell chiming and ticktock,/audiocaps/train/69993.mp3,bUTcnZVinI4,20,/t/dd00041,/audiocaps/train/75374.mp3,fPuNo2j2K_0,30,/audioldm/train/69993.wav,/tango2/train/69993.wav,/q_anchor/train/69993.mp3
21625,A woman speaks and a cat meows loudly several times,/audiocaps/train/21625.mp3,8CzaOuAoxYM,6,/m/0jbk,/audiocaps/train/1237.mp3,-SxC_hWxr8E,80,/audioldm/train/21625.wav,/tango2/train/21625.wav,/q_anchor/train/21625.mp3
67176,A person speaks over a pa system and a crowd applause and cheers,/audiocaps/train/67176.mp3,_UMsdZ6FNuY,440,/m/0dgw9r,/audiocaps/train/32844.mp3,Dt1eo20n1Ag,90,/audioldm/train/67176.wav,/tango2/train/67176.wav,/q_anchor/train/67176.mp3
52284,Men talk over the sounds of birds flying and pigeons cooing,/audiocaps/train/52284.mp3,QE1BG9O_Tis,30,/m/0jbk,/audiocaps/train/57906.mp3,U3TTBU4VDUw,90,/audioldm/train/52284.wav,/tango2/train/52284.wav,/q_anchor/train/52284.mp3
8726,A horse is trotting,/audiocaps/train/8726.mp3,2VDw_OhyTCU,21,/m/0jbk,/audiocaps/train/16229.mp3,5f8wiwXohZg,30,/audioldm/train/8726.wav,/tango2/train/8726.wav,/q_anchor/train/8726.mp3
82205,A man giving a speech and crowd laughing and applauding,/audiocaps/train/82205.mp3,kO_D0KH-Lvs,30,/m/0dgw9r,/audiocaps/test/106401.mp3,atmDP_fmK_8,0,/audioldm/train/82205.wav,/tango2/train/82205.wav,/q_anchor/train/82205.mp3
12422,Wing blowing hard,/audiocaps/train/12422.mp3,409Iny_1kjU,19,/m/059j3w,/audiocaps/train/100532.mp3,yEv6CkGiVpk,30,/audioldm/train/12422.wav,/tango2/train/12422.wav,/q_anchor/train/12422.mp3
1007,Women speaking and narrating,/audiocaps/train/1007.mp3,-N4OU-2tOQ0,30,/m/0dgw9r,/audiocaps/test/17223.mp3,67BsqRkh-dU,10,/audioldm/train/1007.wav,/tango2/train/1007.wav,/q_anchor/train/1007.mp3
24416,"Outside natural noises of wind gusting, water streaming and a bird vocalizing",/audiocaps/train/24416.mp3,9bBLGlRoWsM,30,/m/0jbk,/audiocaps/test/104027.mp3,oiIi6H83Y38,0,/audioldm/train/24416.wav,/tango2/train/24416.wav,/q_anchor/train/24416.mp3
49131,A man talks while clicking,/audiocaps/train/49131.mp3,O8jspFcdKIY,70,/t/dd00041,/audiocaps/test/105524.mp3,E3D_z0aoUEg,30,/audioldm/train/49131.wav,/tango2/train/49131.wav,/q_anchor/train/49131.mp3
66370,Vehicles pass and blow horns,/audiocaps/train/66370.mp3,ZvNj6267QAU,30,/t/dd00041,/audiocaps/train/22723.mp3,8kZdmr3q5yc,10,/audioldm/train/66370.wav,/tango2/train/66370.wav,/q_anchor/train/66370.mp3
51261,A man speeches while typing,/audiocaps/train/51261.mp3,PXS_ZEBAPFY,330,/t/dd00041,/audiocaps/test/104124.mp3,rPkCYq4Zjwk,0,/audioldm/train/51261.wav,/tango2/train/51261.wav,/q_anchor/train/51261.mp3
13953,"A crowd is shouting in the background, an adult male is shouting in the foreground, water is splashing, and whistling occurs",/audiocaps/train/13953.mp3,4fsPNIbCLIY,30,/m/0dgw9r,/audiocaps/train/3247.mp3,0HwB7rDcXHU,30,/audioldm/train/13953.wav,/tango2/train/13953.wav,/q_anchor/train/13953.mp3
57599,A person is snoring,/audiocaps/train/57599.mp3,TrWLam1ckCo,10,/m/0dgw9r,/audiocaps/test/104357.mp3,FR7BDRhMATo,310,/audioldm/train/57599.wav,/tango2/train/57599.wav,/q_anchor/train/57599.mp3
12425,"People talking, door shuts and car is racing",/audiocaps/train/12425.mp3,40GjuU7oWZE,1,/t/dd00041,/audiocaps/test/106797.mp3,lHh0SwUhP8U,120,/audioldm/train/12425.wav,/tango2/train/12425.wav,/q_anchor/train/12425.mp3
41073,A drill runs briefly three times,/audiocaps/train/41073.mp3,IwCWHG2dKeU,560,/t/dd00041,/audiocaps/test/103971.mp3,nq0BF9zGkzg,30,/audioldm/train/41073.wav,/tango2/train/41073.wav,/q_anchor/train/41073.mp3
24099,Lots of explosions and gunfire with a man mumbles,/audiocaps/train/24099.mp3,9RTmwbSX4t0,80,/t/dd00041,/audiocaps/train/62078.mp3,Wxes3xlODgs,250,/audioldm/train/24099.wav,/tango2/train/24099.wav,/q_anchor/train/24099.mp3
71783,A vehicle engine revving heavily,/audiocaps/train/71783.mp3,coHYLT3S0F0,80,/t/dd00041,/audiocaps/test/107022.mp3,YflmW68gL4E,160,/audioldm/train/71783.wav,/tango2/train/71783.wav,/q_anchor/train/71783.mp3
22791,A young child speaking,/audiocaps/train/22791.mp3,8muTPuwyQpA,30,/m/0dgw9r,/audiocaps/train/20502.mp3,7dbtIu2RnAk,7,/audioldm/train/22791.wav,/tango2/train/22791.wav,/q_anchor/train/22791.mp3
13569,Water spraying,/audiocaps/train/13569.mp3,4X0WPQ8W7Mo,40,/t/dd00041,/audiocaps/test/104270.mp3,uhSDBwVrEdo,40,/audioldm/train/13569.wav,/tango2/train/13569.wav,/q_anchor/train/13569.mp3
102533,Large metal bells chime in different tones,/audiocaps/train/102533.mp3,zq23eluQw-I,40,/m/04rlf,/audiocaps/train/35307.mp3,FKTkMDrDoXE,50,/audioldm/train/102533.wav,/tango2/train/102533.wav,/q_anchor/train/102533.mp3
12316,Man talks with keyboard and mouse clicking,/audiocaps/train/12316.mp3,3yEw95eHOR0,150,/t/dd00041,/audiocaps/test/103428.mp3,1PvMtRIlZNI,0,/audioldm/train/12316.wav,/tango2/train/12316.wav,/q_anchor/train/12316.mp3
38854,Birds vocalize and wind blows,/audiocaps/train/38854.mp3,HWMiDaixD8U,70,/m/0jbk,/audiocaps/train/61673.mp3,WeLYDf_NwY0,570,/audioldm/train/38854.wav,/tango2/train/38854.wav,/q_anchor/train/38854.mp3
13881,A cat is caterwauling while several people laugh,/audiocaps/train/13881.mp3,4dfUiPfo9jk,20,/m/0jbk,/audiocaps/train/98991.mp3,x1gkAuTDEMU,6,/audioldm/train/13881.wav,/tango2/train/13881.wav,/q_anchor/train/13881.mp3
13722,A person speaks and a cat meows,/audiocaps/train/13722.mp3,4_bKiFo_znw,30,/m/0jbk,/audiocaps/train/83872.mp3,lblJSeQ828A,0,/audioldm/train/13722.wav,/tango2/train/13722.wav,/q_anchor/train/13722.mp3
65737,The gentle drone of a fan blows with an echo as a toilet flushes,/audiocaps/train/65737.mp3,ZU23IexLPSk,0,/t/dd00041,/audiocaps/test/107235.mp3,HxZADVzNIqs,30,/audioldm/train/65737.wav,/tango2/train/65737.wav,/q_anchor/train/65737.mp3
91631,Someone whistles while a television plays in the background,/audiocaps/train/91631.mp3,rQ7KUK7bDLQ,9,/m/0dgw9r,/audiocaps/train/78146.mp3,hQ9_CbLG5AY,280,/audioldm/train/91631.wav,/tango2/train/91631.wav,/q_anchor/train/91631.mp3
85625,An engine hums and ticks,/audiocaps/train/85625.mp3,mtGUMl4z6FE,10,/t/dd00041,/audiocaps/train/12355.mp3,3zNTWIsZwdk,30,/audioldm/train/85625.wav,/tango2/train/85625.wav,/q_anchor/train/85625.mp3
63085,Some liquid flows while a woman talks,/audiocaps/train/63085.mp3,XeeQ7uw7Iys,50,/t/dd00041,/audiocaps/test/106087.mp3,ENTi8Sn4vdM,20,/audioldm/train/63085.wav,/tango2/train/63085.wav,/q_anchor/train/63085.mp3
3478,Waves breaking at the ocean shore,/audiocaps/train/3478.mp3,0NsFWBfKsm8,30,/m/059j3w,/audiocaps/train/65446.mp3,ZIGdCBQvm0g,30,/audioldm/train/3478.wav,/tango2/train/3478.wav,/q_anchor/train/3478.mp3
5730,A woman is speaking,/audiocaps/train/5730.mp3,1I1qlLX0vK8,30,/m/0dgw9r,/audiocaps/train/60330.mp3,ViisEON1YZc,10,/audioldm/train/5730.wav,/tango2/train/5730.wav,/q_anchor/train/5730.mp3
10880,A boat speeds by and waves smack into each other,/audiocaps/train/10880.mp3,3NljyoHR1N8,30,/t/dd00041,/audiocaps/test/104204.mp3,K8-b0VtNOqA,4,/audioldm/train/10880.wav,/tango2/train/10880.wav,/q_anchor/train/10880.mp3
10221,"Loud, consistent hissing",/audiocaps/train/10221.mp3,35uoUo1__gs,220,/m/059j3w,/audiocaps/train/6928.mp3,1lYGmjMTmZw,10,/audioldm/train/10221.wav,/tango2/train/10221.wav,/q_anchor/train/10221.mp3
1206,"Water streaming, men speaking",/audiocaps/train/1206.mp3,-SD3RLBSVR4,30,/m/0dgw9r,/audiocaps/test/104731.mp3,hGWarNR6xmg,110,/audioldm/train/1206.wav,/tango2/train/1206.wav,/q_anchor/train/1206.mp3
17566,"A dog is growling and barking, a chicken is cackling, metal clinks, and an adult male is speaking in the background",/audiocaps/train/17566.mp3,6GX3MBwj2_M,0,/m/0jbk,/audiocaps/test/107419.mp3,naPgJvWTIY4,80,/audioldm/train/17566.wav,/tango2/train/17566.wav,/q_anchor/train/17566.mp3
30622,A woman speaking while a sewing machine hums,/audiocaps/train/30622.mp3,Chadx6q6oWc,30,/m/0dgw9r,/audiocaps/test/104467.mp3,gW7s3YAthpI,430,/audioldm/train/30622.wav,/tango2/train/30622.wav,/q_anchor/train/30622.mp3
31697,Birds chirp and doves coo,/audiocaps/train/31697.mp3,DIG8XzctOME,0,/m/0jbk,/audiocaps/train/12352.mp3,3zL60hQJ25k,0,/audioldm/train/31697.wav,/tango2/train/31697.wav,/q_anchor/train/31697.mp3
7161,"A motor is humming, and rattling occurs",/audiocaps/train/7161.mp3,1sQZA_LsZKI,30,/t/dd00041,/audiocaps/test/106514.mp3,zwoqJY03yHE,60,/audioldm/train/7161.wav,/tango2/train/7161.wav,/q_anchor/train/7161.mp3
56242,A bell rings nearby,/audiocaps/train/56242.mp3,SvUhX7RZDIE,18,/t/dd00041,/audiocaps/train/24416.mp3,9bBLGlRoWsM,30,/audioldm/train/56242.wav,/tango2/train/56242.wav,/q_anchor/train/56242.mp3
18696,"An aircraft engine is running and decelerating, with high-pitched whine and hissing",/audiocaps/train/18696.mp3,6nrz3u1B1_k,20,/t/dd00041,/audiocaps/train/98542.mp3,wgDDhtu0Yq0,21,/audioldm/train/18696.wav,/tango2/train/18696.wav,/q_anchor/train/18696.mp3
82142,A loud tick locking sound with people in the background,/audiocaps/train/82142.mp3,kLBkwroNlNA,30,/t/dd00041,/audiocaps/test/107130.mp3,hrv6fwnmBkY,28,/audioldm/train/82142.wav,/tango2/train/82142.wav,/q_anchor/train/82142.mp3
5124,Cat meanly meowing and a guy talking to the cat and laughing,/audiocaps/train/5124.mp3,12DVEOpqaBs,80,/m/0jbk,/audiocaps/train/22585.mp3,8gPDxFaP2PU,80,/audioldm/train/5124.wav,/tango2/train/5124.wav,/q_anchor/train/5124.mp3
88492,Bird cooing with crickets chirping,/audiocaps/train/88492.mp3,p1Rxgcbsjhk,30,/m/0jbk,/audiocaps/test/106190.mp3,AFgGoY8Ihhg,30,/audioldm/train/88492.wav,/tango2/train/88492.wav,/q_anchor/train/88492.mp3
43493,Man speaking clicking of typing on keyboard,/audiocaps/train/43493.mp3,KVxtX66DoFI,460,/t/dd00041,/audiocaps/test/105614.mp3,XamQAY_WXRY,140,/audioldm/train/43493.wav,/tango2/train/43493.wav,/q_anchor/train/43493.mp3
99272,A man talks while a goat bleats,/audiocaps/train/99272.mp3,xF7Q4DBPYPQ,170,/m/0jbk,/audiocaps/train/95627.mp3,uSulQqnnIFk,0,/audioldm/train/99272.wav,/tango2/train/99272.wav,/q_anchor/train/99272.mp3
18214,"Crickets chirp, adult males are speaking, and a motor vehicle engine starts and idles",/audiocaps/train/18214.mp3,6_kw3TLoQgw,30,/m/0dgw9r,/audiocaps/test/105704.mp3,H7rd9bZtbgc,330,/audioldm/train/18214.wav,/tango2/train/18214.wav,/q_anchor/train/18214.mp3
64625,A cuckoo clock tick locking and chiming,/audiocaps/train/64625.mp3,Yic6pmRIrYQ,26,/t/dd00041,/audiocaps/train/59189.mp3,UybNi8ru2f0,30,/audioldm/train/64625.wav,/tango2/train/64625.wav,/q_anchor/train/64625.mp3
61705,A bell sounds off,/audiocaps/train/61705.mp3,WgVp4p_LwLY,60,/m/04rlf,/audiocaps/train/60426.mp3,VnFa2IvNs9g,4,/audioldm/train/61705.wav,/tango2/train/61705.wav,/q_anchor/train/61705.mp3
6369,A child is speaking with the wind noise in the background,/audiocaps/train/6369.mp3,1YsCCxPgaF0,100,/t/dd00041,/audiocaps/test/105995.mp3,K8-b0VtNOqA,4,/audioldm/train/6369.wav,/tango2/train/6369.wav,/q_anchor/train/6369.mp3
24160,Heavy rainfall,/audiocaps/train/24160.mp3,9TblnpvgZLI,440,/m/059j3w,/audiocaps/train/64232.mp3,YR9DsS_Imn0,12,/audioldm/train/24160.wav,/tango2/train/24160.wav,/q_anchor/train/24160.mp3
35253,Some kind of small motor fan blows air around pretty fast,/audiocaps/train/35253.mp3,FI5F81eDJ2U,2,/t/dd00123,/audiocaps/train/34712.mp3,Ew-eaTYDvSY,80,/audioldm/train/35253.wav,/tango2/train/35253.wav,/q_anchor/train/35253.mp3
80401,Laughter with a child speech in the background and a dog barks as people laugh and talk,/audiocaps/train/80401.mp3,j2ZWCwZh9LQ,10,/t/dd00041,/audiocaps/test/105786.mp3,VZLZ08k3YeA,60,/audioldm/train/80401.wav,/tango2/train/80401.wav,/q_anchor/train/80401.mp3
13295,An engine is started up,/audiocaps/train/13295.mp3,4PKW7SUBEqE,5,/t/dd00041,/audiocaps/train/93181.mp3,s_Fa7z2GvoI,210,/audioldm/train/13295.wav,/tango2/train/13295.wav,/q_anchor/train/13295.mp3
15685,Low rumbling of powerful engines,/audiocaps/train/15685.mp3,5QJ8SOQQZ7c,200,/t/dd00041,/audiocaps/train/101283.mp3,yqjtmiEqBMk,7,/audioldm/train/15685.wav,/tango2/train/15685.wav,/q_anchor/train/15685.mp3
100381,A large crowd is applauding,/audiocaps/train/100381.mp3,y7gEpsO_AjQ,0,/m/0dgw9r,/audiocaps/test/102971.mp3,30D1tqNFHMc,30,/audioldm/train/100381.wav,/tango2/train/100381.wav,/q_anchor/train/100381.mp3
97091,A kid talks and burps,/audiocaps/train/97091.mp3,vchc13quNF0,20,/m/0dgw9r,/audiocaps/train/57727.mp3,TwaM1UTEY4U,17,/audioldm/train/97091.wav,/tango2/train/97091.wav,/q_anchor/train/97091.mp3
96366,A woman talks nearby as a door opens,/audiocaps/train/96366.mp3,v3waiQq-WfI,4,/t/dd00041,/audiocaps/test/105614.mp3,XamQAY_WXRY,140,/audioldm/train/96366.wav,/tango2/train/96366.wav,/q_anchor/train/96366.mp3
93187,A woman speaks with some light rattling and clinking,/audiocaps/train/93187.mp3,s_XW6MPa-ko,100,/t/dd00041,/audiocaps/train/18847.mp3,6sYS6pPS4WY,30,/audioldm/train/93187.wav,/tango2/train/93187.wav,/q_anchor/train/93187.mp3
16606,Applause with yelling,/audiocaps/train/16606.mp3,5pm6ks4smb8,190,/m/0dgw9r,/audiocaps/train/816.mp3,-IgLXOL0DKw,30,/audioldm/train/16606.wav,/tango2/train/16606.wav,/q_anchor/train/16606.mp3
9298,A large motor vehicle engine is running and a high-pitched whining sound is present,/audiocaps/train/9298.mp3,2jGt9OlSVxA,30,/t/dd00041,/audiocaps/train/20670.mp3,7jIXs5JXp9E,30,/audioldm/train/9298.wav,/tango2/train/9298.wav,/q_anchor/train/9298.mp3
76871,A helicopter flying with a woman speaking in the background,/audiocaps/train/76871.mp3,gWBcjjTlqj4,30,/t/dd00041,/audiocaps/test/104395.mp3,Hdxfbpnd2-8,140,/audioldm/train/76871.wav,/tango2/train/76871.wav,/q_anchor/train/76871.mp3
18787,Water running from a faucet as a man speaks,/audiocaps/train/18787.mp3,6qDXk-h0Mys,90,/t/dd00041,/audiocaps/test/103435.mp3,kOYg4ZtKcAs,0,/audioldm/train/18787.wav,/tango2/train/18787.wav,/q_anchor/train/18787.mp3
21736,A car engine is thumping and making continuous idling sounds,/audiocaps/train/21736.mp3,8GO3JbifU8w,21,/t/dd00041,/audiocaps/train/23186.mp3,8zO-QOkDQv0,70,/audioldm/train/21736.wav,/tango2/train/21736.wav,/q_anchor/train/21736.mp3
80284,A door closes twice,/audiocaps/train/80284.mp3,iyIL9hVR1XY,0,/t/dd00041,/audiocaps/train/4881.mp3,0wgFRL-xcd0,30,/audioldm/train/80284.wav,/tango2/train/80284.wav,/q_anchor/train/80284.mp3
16220,Birds chirping and a woman giving a speech,/audiocaps/train/16220.mp3,5ekRWp4XgMk,30,/m/0dgw9r,/audiocaps/test/103571.mp3,aZAXO2WZn84,30,/audioldm/train/16220.wav,/tango2/train/16220.wav,/q_anchor/train/16220.mp3
87685,A train whistle blows as a train approaches with blowing wind and a humming engine,/audiocaps/train/87685.mp3,oQOaGBCB3UE,170,/t/dd00041,/audiocaps/train/52394.mp3,QIQ7v30_t9g,120,/audioldm/train/87685.wav,/tango2/train/87685.wav,/q_anchor/train/87685.mp3
50041,An engine revving up and down and tires squealing,/audiocaps/train/50041.mp3,Ol7Abn2p-DI,50,/t/dd00041,/audiocaps/train/32096.mp3,DV2bWDtSi-A,30,/audioldm/train/50041.wav,/tango2/train/50041.wav,/q_anchor/train/50041.mp3
52732,Water sounds with echoing and a clunking sound at the end,/audiocaps/train/52732.mp3,QWU9sflIDyc,170,/t/dd00041,/audiocaps/train/30622.mp3,Chadx6q6oWc,30,/audioldm/train/52732.wav,/tango2/train/52732.wav,/q_anchor/train/52732.mp3
